text,label,source,language
mery khayal mai sadar trump char baar bahar aye aur nick fuentes ki mazamat ki,fake,rufnd_roman_urdu,roman_urdu
mulk k gulukar jack flint ka inteqal corona virus vaccine ki wja sy huwa,fake,rufnd_roman_urdu,roman_urdu
tajweez krta hai keh virologist ki moat ka taluq corona virus vaccine sy hai,fake,rufnd_roman_urdu,roman_urdu
disney ny nai family christmas film mai hamen shaitan sy pyar hai ko agy barhaya,fake,rufnd_roman_urdu,roman_urdu
elon musk ny kaha keh wo snapchat khareed rahy hain,fake,rufnd_roman_urdu,roman_urdu
"maricopas county ny elan keh election ky din 540,000 sy zyada voters ny 223 vote markaz mai sy ak ka dora lekin hatmi sarkari nataij ka adadoshumar ny dawa keh sirf 248,070 logon ny vote dia",fake,rufnd_roman_urdu,roman_urdu
saudi team ko pareshan jeet par $460k rolls royce mily,fake,rufnd_roman_urdu,roman_urdu
mosmiyati tabdeeli shamsi sargarmi aur chand ki taraf sy hukam dia jata hai aur insaniyat k sath koi taluq nhi hai,fake,rufnd_roman_urdu,roman_urdu
qatar ny germany national team ka tyara wasul krny sy inkar kr dia jis mai ham jins paraston ka logo tha jis ki wja sy wo tyara saltanat e oman ky hawai ady par wapis keny par majbur huwa,fake,rufnd_roman_urdu,roman_urdu
khuni makeup lgany wali khatoon ki tasver ukraine mai jali jungju ki tasver dikhati hain,fake,rufnd_roman_urdu,roman_urdu
biden intezamiya cuba ko mulk badar k rahi hai kyun keh cuba bary paimane par qadamat pasand hain,fake,rufnd_roman_urdu,roman_urdu
tajveez krta hai keh corona virus vaccines ki wja sy FIFA ky 108 registered khilari/coach mar chuky hain,fake,rufnd_roman_urdu,roman_urdu
college of physicians and surgeons of ontario ny tajveez keh ghair vaccination shuda log zehni tor par bimar hain aur unhen nafsiyati adviyat ki zarorat hai,fake,rufnd_roman_urdu,roman_urdu
joe biden sy insani smuggling ki tehqiqat ki ja rahi hian aur wo qasoorwar hain,fake,rufnd_roman_urdu,roman_urdu
mosmiyati sarbarahi ijlas mai john carry ny matwast tabqy ka safaya krna apko markazi banking cop27 digital currency system ky tehat lany k bary mai baat ki,fake,rufnd_roman_urdu,roman_urdu
video mai arizona ky belt arizona mai tehweel ki zanjeer ko torty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
the view ki sunny hostin ny voter fraud ka iteraf,fake,rufnd_roman_urdu,roman_urdu
bachon mai sans ky syncytial virus mai izafa corona virus vaccine sy munslik hai,fake,rufnd_roman_urdu,roman_urdu
"santa clara county, california, ravine sy baramad mai hony waly belts is baat ka sabut hain keh baiyen dhoka kis trha jeetti hain",fake,rufnd_roman_urdu,roman_urdu
world health organization ky director general ny tasdeeq ki keh kuch mumalik bachon ko marny ky liye booster istemal kr rahy hain,fake,rufnd_roman_urdu,roman_urdu
video middle east and africa sy any waly tarkeen e watan ky zarye spain mai dakaiton mai haliya izafy ka sabut hai,fake,rufnd_roman_urdu,roman_urdu
sadar joe biden ny kaha mai janta huwa keh ap sab janty hain keh ab o hawa ka koi masla nhi hai yeh sabit krty huwe keh log mosmiyati tabdeli ky bary mai kai dahaiyon sy jhut bol rahy hain,fake,rufnd_roman_urdu,roman_urdu
republican voting ki umer 28 saal tak barhana chahty hain,fake,rufnd_roman_urdu,roman_urdu
biden child porn shock ki surkhi thi australia mai safa e awal ki khabar,fake,rufnd_roman_urdu,roman_urdu
keh voter fraud ka sabut ka keh 20 lakh voton ki ginti mai kuch riyaston ky din lgty hain jab keh florida ky nataij election ki raat dasteyab thy,fake,rufnd_roman_urdu,roman_urdu
nevada mai ak live stream ka nakam hona blue riyaston ky intekhabaat chori krny ky tareeqon mai sy ak hai,fake,rufnd_roman_urdu,roman_urdu
footage mai dikhaya gya hai keh Dallas Poll Books dhokadahi sy senkron voters ko haqeeqi waqt mai shamil kr rahi hain kyun keh poll band ho raha tha,fake,rufnd_roman_urdu,roman_urdu
FTX ki CEO SEC ky chairman ki beti hai,fake,rufnd_roman_urdu,roman_urdu
ukraine ki madad ky liye bhejy gaye american tax dollars ko crytocurrency firm FTX ny midterm mai democrats ki madad ky liye wapis launder tha,fake,rufnd_roman_urdu,roman_urdu
iran ny 15000 muzahiren ko moat ki saza sunai,fake,rufnd_roman_urdu,roman_urdu
vaccination muhim ky posters mai nazar any waly 4 sala bachy ki moat ka taluq vaccine sy hai,fake,rufnd_roman_urdu,roman_urdu
ham ny 24 ghanty intezar aur Maricopa County mai 62 hazar vote hasil kiye,fake,rufnd_roman_urdu,roman_urdu
maggie hassan ny 700 sy kam abadi waly shehar sy 1100 vote hasil kiye,fake,rufnd_roman_urdu,roman_urdu
newyork ny intekhabi nataij ka naqsha fraud ka sabut hai,fake,rufnd_roman_urdu,roman_urdu
baksar mai boht sy intekhabat 0% hadud ki reporting k sath bulaye ja rahy hain mujhe bary fraud ki ho aa rahi hai,fake,rufnd_roman_urdu,roman_urdu
"jab 36% vote thy, Pennsylvaniaky governary ky umeedwar Josh Shapiro ky pas 370,706 vote aur 56.6% vote thy jab keh Doug Mastriano ky pas 844,669 aur 41.6% thy",fake,rufnd_roman_urdu,roman_urdu
tasweer mai arizona governory ky umeedwar aur secratory of state katie hobbs ko is kamry mai dikhaya gya hai jahan maricopa county mai ballot gin rahy thy,fake,rufnd_roman_urdu,roman_urdu
arizona new jersy aur taxas mai voting mai kharabiyan is baat ka sabut hain keh intekhabat mai dhandli hui hai,fake,rufnd_roman_urdu,roman_urdu
governor ky tor par apny intekhab mai ham ny asy shehar jeety jo kabhi kisi republican ny nhi jeety thy,fake,rufnd_roman_urdu,roman_urdu
tasveer sy pta chalta hai keh Detroit mai Legal Deadline ky baad raat gaye karkun mushtabah belt sy bhari van ko muntaqil kr rahy hain,fake,rufnd_roman_urdu,roman_urdu
ak belt par murda admi is baat ka sabut hai keh democratics ny intekhabat mai dhokha dia,fake,rufnd_roman_urdu,roman_urdu
ak video mai dikhaya gya hai keh 2020 ky sadarti intekhabat ky doran ak whistle blower jali foji belt bna raha hai,fake,rufnd_roman_urdu,roman_urdu
illinois mai zati tor par voting ky liye belt par koi sharpies nhi ki ijazat hai,fake,rufnd_roman_urdu,roman_urdu
video mai dikhaya gya hai keh newyork ki ak naqas voting machine ny governor ki dor mai GPO vote ko batil kr dia,fake,rufnd_roman_urdu,roman_urdu
yeh dhokadahi ki alamat hai keh america ki 244 counties mai wahan vote dalny ky qanoni tor par ehal afrad sy zyada registered voters hain,fake,rufnd_roman_urdu,roman_urdu
maricopa county arizona mai electronic voting machinon ny logon ko vote dalny ki ijazti nhi di,fake,rufnd_roman_urdu,roman_urdu
John Fetterman intekhabaat ko dhokha deny aur chori krny ky haq ky liye muqadma kr rahy hain,fake,rufnd_roman_urdu,roman_urdu
Detroit mai log sirf yeh btany ky liye vote dalny ky liye aa rahy hain mazrat ap pehly hi vote dy chuky hain,fake,rufnd_roman_urdu,roman_urdu
tasweer sy pta chalta hai keh riyast ky new maxico ky secretary ny taqreeban 2 million ki abadi wali riyasat mai 17 million sy zyada registered voters ki ginti ki,fake,rufnd_roman_urdu,roman_urdu
bachon ky liye corona virus vaccine nah sirf beasr ho rahi hai balky yeh khatarnak bhi sabit ho rahi hai,fake,rufnd_roman_urdu,roman_urdu
"maricoya, arizona, polling sites par box number 3 mai rakhy gaye belt ky liye hifazat ka koi silsila nhi hai",fake,rufnd_roman_urdu,roman_urdu
video sy pta chalta hai keh GOP voters ny aam intekhabaat mai rasai sy inkar kr dia,fake,rufnd_roman_urdu,roman_urdu
Madam Tussauds Museum sy ap ki wax mujasma hata di gai lekin adolf hitler ki ak mujasma baqi reh gai,fake,rufnd_roman_urdu,roman_urdu
intekhabat ky nataij mai takheer dhandli ka muh bolta sabut hai,fake,rufnd_roman_urdu,roman_urdu
tajvez krta hai keh chunkeh zyada tar democrates jaldi vote dety hain phir yeh made up belt ya murda logon ki voting ki numaindgi krta hai,fake,rufnd_roman_urdu,roman_urdu
wo dobara election mai dhandli krny ki koshish kr rahy hain soros ki funding wali voting machines par bharosa na kren,fake,rufnd_roman_urdu,roman_urdu
joe biden aur new lift yahan tak keh nau umeron aur naujawanon baligon ki surgery ko farog dety hain chati aur jinsi aaza ko hataty hain,fake,rufnd_roman_urdu,roman_urdu
gaye charaaty huwe is tasver mai koi green house gases ka ikhraj nhi hai,fake,rufnd_roman_urdu,roman_urdu
united states of america thanks giving week k Monday tak disel fuel khatam hony wala hai,fake,rufnd_roman_urdu,roman_urdu
kamala harrisny kaha aafaat ki indad pehly ghair safaidfam shehriyon tak pohanchni chahiye,fake,rufnd_roman_urdu,roman_urdu
"tasver mai stanford ky scientists ka 3d model dikhaya gya hai keh joseph, mariam k shohar, jesus christ ki maa, kesa dikh skta hai",fake,rufnd_roman_urdu,roman_urdu
brazil ky sadarti intekhabaat chori hogaye,fake,rufnd_roman_urdu,roman_urdu
sabiq sadar jimmy carter ny kaha keh ballot mai mail ko kabhi istemal na kren kyunkeh wo itni asani sy kharab ho skty hain,fake,rufnd_roman_urdu,roman_urdu
FIB ny paul pelosi par hamly ki tehqiqat isliye sambhal lin kyunkeh san francisco ky hukam nancy pelosi ki baton par qaim nhi thy,fake,rufnd_roman_urdu,roman_urdu
brazil ky sadar Jair Bolsonaro ak press conference kren gy takeh mutanazia intekhabat ky foji audit ka ilan kren mujrim judges ko arrest kr skty hain,fake,rufnd_roman_urdu,roman_urdu
two third ehal voters vote nhi dety,fake,rufnd_roman_urdu,roman_urdu
"tony evers 9,000 aur 10,000 ky darmiyan mazeed qaidiyon ko chorna chahty hain Wisconsin",fake,rufnd_roman_urdu,roman_urdu
biden aur democrates ny sarhadi hifazat ko khatam kr dia hai,fake,rufnd_roman_urdu,roman_urdu
writers ny itela di hai keh nancy pelosi ny bhang ky stock ky 10 million shares khareedy,fake,rufnd_roman_urdu,roman_urdu
media ny 5 tiktok dance jo ap ukraine ko russia sy larny mai madad krny ky liye kr skty hain par report,fake,rufnd_roman_urdu,roman_urdu
freedom of information act ki darkhwasten 6 january sy ak hafta pehly ray epps ky cell phone aur speaker pelosi ky daftar ky darmiyan darjan bhar phone calls dikhati hain,fake,rufnd_roman_urdu,roman_urdu
"pennsylvania mai 240,000 ghair tasdeeq shuda ballots pehly hi bhejy ja chuky hain ye ak mukamal garbar hai democrates dobara game khel rahy hain",fake,rufnd_roman_urdu,roman_urdu
australian hukaamgaye ko mRNA vaccine dy rahy hain,fake,rufnd_roman_urdu,roman_urdu
JD vance ny paul pelosi par hamly ky bary mai kuch nhi kaha,fake,rufnd_roman_urdu,roman_urdu
paul pelosi hamly sy 911 call ki leak audio tape manzar e aam par ai hai call sabit krti hai keh libral media ny jhut bola hai keh waqia huwa hai,fake,rufnd_roman_urdu,roman_urdu
"katty hobbs ny kaha keh talib ilmon ko wafadari ky ehad, law, Mayflower compact aur azadi ky elan ko seekhny sy rokny ky liye jadojehad ki",fake,rufnd_roman_urdu,roman_urdu
julie powell ka inteqal corona vaccine sy huwa,fake,rufnd_roman_urdu,roman_urdu
paypal ny apni policy ko bahal kr dia hai keh agar wo galt malumat phelaty hain to sarifeen ko un ky accounts sy $2500 ka baraherast jurmana jaye ga,fake,rufnd_roman_urdu,roman_urdu
palestine panah guzenon ky liye american funding agency hamas ki nhi,fake,rufnd_roman_urdu,roman_urdu
agar tajveez 3 pass ho jati hai to yeh bachon ko walidain ki razamandi ky bagair tabdeli ki therapy sy guzarny ki ijazat dy gi,fake,rufnd_roman_urdu,roman_urdu
mai police sarbrahan ki khidmaat hasil krny aur bartaraf krny mai mulavis nhi hun,fake,rufnd_roman_urdu,roman_urdu
dastavez sy pta chalta hai keh rebekah jones ny florida ky whistle blower act ki khilaf warzi ka muzahira,fake,rufnd_roman_urdu,roman_urdu
ak tasver mai david depape ko 6 january ko capital hamly ki filmbandi krty dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
california state ky Senator Scott Weiner sirf California ky bachon ko nasbandi nhi krna chahty balky har jagha bachon ki nasbandi chahty hain,fake,rufnd_roman_urdu,roman_urdu
"hijab girl muskan ka nhi huwa inteqal, farzi post ho rahi viral",fake,rufnd_roman_urdu,roman_urdu
pelosis apny ghar ki nigrani ki video ko tabdeel krny sy inqar kr rahy hain,fake,rufnd_roman_urdu,roman_urdu
video mai dikhaya gya hai keh Marjorie Taylor Greeneny 5 janurary 2021 ko republican aur democratic party ky head quarter mai pipe bomb nasb kiye thy,fake,rufnd_roman_urdu,roman_urdu
video dikhata hai foji robot tyar hain,fake,rufnd_roman_urdu,roman_urdu
senate aur house mai tamam democrates ny sirf do mah qabal medicare mai sy 280 billion dollar ki katoti ky haq mai vote dia tha,fake,rufnd_roman_urdu,roman_urdu
kim Reynolds nahi sochty keh naurses educated hain,fake,rufnd_roman_urdu,roman_urdu
arizona ki Secretary of State Katie Hobbs ny republicans ko 6000 galt ballot bhejy,fake,rufnd_roman_urdu,roman_urdu
mcdonalds aloo istemal krta hai jisy monitor mani intehai zehrely kery maar dawa sy spray jata hai,fake,rufnd_roman_urdu,roman_urdu
facebook ny apna naam tabdel kyunkeh ye ak murda idara hai jis ky asasy zabt kiye gaye thy,fake,rufnd_roman_urdu,roman_urdu
gas ki qeemat jab mane uhdah sambhala to $5 sy neechy hai,fake,rufnd_roman_urdu,roman_urdu
"esa nhi hai keh election chori hony ka koi sabut nhi hai, lekin yeh keh kisi adalat mai sabut sunany ki himmat nhi thi unhon ny muqadamat ko mustrid kr dia sabuton ko nhi",fake,rufnd_roman_urdu,roman_urdu
ex president donald trump ny 27 october ko ak bayan jari jis mai kaha gya tha keh unhen btaya gya hai keh un ka twitter account Monday ko backup aur chal jaye ga,fake,rufnd_roman_urdu,roman_urdu
documentary film 2000 mules sabit krti hai democrates ny 2020 ky intekhabat mai dhokha dia,fake,rufnd_roman_urdu,roman_urdu
ibtedai voting par connecticut belt pehl baaz belt sy tasdeeq shuda mohar ki zarorat ko hata dy gi,fake,rufnd_roman_urdu,roman_urdu
DJ mighty mouse ki moat corona virus boster vaccine ki waja sy hui,fake,rufnd_roman_urdu,roman_urdu
tasver mai ak shakhs ko dikahya gya hai jisny apni beti ky rape krny waly ko tashadud ka nishana bnaya,fake,rufnd_roman_urdu,roman_urdu
PCR test dimag mai luciferase dalny ky liye istemal hoty hain,fake,rufnd_roman_urdu,roman_urdu
senate ka mujaviza bill FDA ko ghizai supplement ki manzuri aur jari butiyon par pabandi ka ikhteyar dy ga,fake,rufnd_roman_urdu,roman_urdu
tasver mai dikhaya gya hai keh russian foji ukrainei larki ky sath apni insani trophy ka jashan mana rahy hain,fake,rufnd_roman_urdu,roman_urdu
corona virus vaccine ki wja sy ak haliya show ky doran ketty perry ki ankh band ho gai,fake,rufnd_roman_urdu,roman_urdu
ukraine ky pas ak atomic bomb hai jo mikolaev mai bnaya gya hai,fake,rufnd_roman_urdu,roman_urdu
colorado mai har voter ko ballot illegaly bhejy jaty hain,fake,rufnd_roman_urdu,roman_urdu
Bill & Melinda Gates Foundation ny jabirana society ki traf tabdeli ky hissy ky tor par digital ids ky liye $200 million ka wada,fake,rufnd_roman_urdu,roman_urdu
ak video mai dikhaya gya hai keh nuremberg 2.0 mai insaniyat ky khilaf crimes ka trail january 2023 sy shuru ho raha hai,fake,rufnd_roman_urdu,roman_urdu
cherry beasley 2020 mai hamari riyasat aur pury mulk mai fasadaat ki hosla afzai kr rahy thy,fake,rufnd_roman_urdu,roman_urdu
tulba ky qarz ki mafi manzur hogai mai ne usy ak ya do voton sy pas kraya aur yeh asar main hai,fake,rufnd_roman_urdu,roman_urdu
video mai uganda mai chaata bardaron ko girty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
wikileaks ny registan nevada mai filmaye gaye moon landing cut manazir ko jari,fake,rufnd_roman_urdu,roman_urdu
"nancy pelosi kharidi amgen ky 10,000 hissas nplate ky manufacturer taabkari ki bemari ky ilaj ky liye istemal hony wali dawa",fake,rufnd_roman_urdu,roman_urdu
jab electric cars hadsaat ka shikar hoti hain to wo phaat jati hain lithium batteries ki waja sy wo boht buri trha sy agg pakarti hain,fake,rufnd_roman_urdu,roman_urdu
environmental change ky experts ky liye un ki ak bhi prediction kabhi puri nhi hui,fake,rufnd_roman_urdu,roman_urdu
khnaaq ki vaccine ak zehar ka dart hai jis ky zimni asraat khnaaq ki alamaat sy bhi badtar hain,fake,rufnd_roman_urdu,roman_urdu
body builder corona virus vaccine sy maar gya,fake,rufnd_roman_urdu,roman_urdu
cnn ki ak surkhi mai uganda ky sadar ko yeh kehty huwe dikhaya gya hai keh wo ukraine ki himayat nhi krty kyun keh yeh nagawar hoga,fake,rufnd_roman_urdu,roman_urdu
tajvez krta hai keh ak immigrant jis pear ak bachy k sath jinsi zyadati ka ilzam lgya gya hai wo biden intezamiya ky doran ghair qanuni tor par america mai dakhil huwa,fake,rufnd_roman_urdu,roman_urdu
mulk mai ghair qanuni tor par tarkeen e watan ky sath sabiq fojiyon sy behtr salooq kia jata hai,fake,rufnd_roman_urdu,roman_urdu
Volodymyr Zelensky ny apny naam aur swastika ky sath ak football jersey pakry huwe tasver khinchwai thi,fake,rufnd_roman_urdu,roman_urdu
colloidal silver ky liye ap ko neela krna namumkin hai,fake,rufnd_roman_urdu,roman_urdu
International Monetary Fund ky rukan mumalik ky lakhon logon ko corona virus camps mai rakhy jany ka khatra hai,fake,rufnd_roman_urdu,roman_urdu
2017 ky los vegas mai bary pemany par shooting krny waly 2 shooter thy,fake,rufnd_roman_urdu,roman_urdu
hattey ky singer mikaben ka inteqal corona virus vaccine ki wja sy huwa,fake,rufnd_roman_urdu,roman_urdu
19 october ko donald trump ny tweet ap ka shukriya elon musk mai wapis agya hun,fake,rufnd_roman_urdu,roman_urdu
video mai dikhaya gya hai keh california apny hi jungle mai agg lgata hai aur inhen climate change ky impacts k tor par dikhata hai,fake,rufnd_roman_urdu,roman_urdu
ak antivaccine karkun ny us ky qatal sy ak din pehly us ky khilaf istemal hony waly darany dhamkany waly hathkandun ki dastaveez ki,fake,rufnd_roman_urdu,roman_urdu
video mai dikhaya gya hai keh doctor anthoney fauci yeh tasleem krty huwe keh wo wabai amraaz ky doran ghair zarori tor par mask lgany par americans ko nakam bna,fake,rufnd_roman_urdu,roman_urdu
california vote dalny ky liye ghair shehriyon ko registered kr raha hai aur is ny fedral election integrity program ky sath taawun krny sy inkar kr dia hai,fake,rufnd_roman_urdu,roman_urdu
Fentanyl tajves krta hai Derek Chauvin ny nahi George Floyd ko mara,fake,rufnd_roman_urdu,roman_urdu
kamala harris ny kaha hamen tasleem krna hoga keh gas zyada hai jo kam ky baraks hai,fake,rufnd_roman_urdu,roman_urdu
denmark mai 50 saal sy kam umer logon mai ab covid vaccine mamnu hai,fake,rufnd_roman_urdu,roman_urdu
january 2021 ko chik schumer aur nancy pelosi ko chupty huwe video footage mai dikhaya gya hai keh us 6 capital hamla ak setup tha,fake,rufnd_roman_urdu,roman_urdu
corona virus vaccines aur 50 saal sy kam umer ky baligon mai cancer mai izafy ky darmiyan ak itefaqi taluq hai,fake,rufnd_roman_urdu,roman_urdu
"kid rock ny post Zelensky ny abhi apny walideain ko 8,000,000 dollar ka villa kharida hai jis mai namkeen pani ky talaab aur 3 brand new cars hain",fake,rufnd_roman_urdu,roman_urdu
steel ky hukaam silsilawar qatal ky silsily ki tehqiqat kr rahy hain,fake,rufnd_roman_urdu,roman_urdu
Mistros de Defensa de OTAN ka faisla prevenir ataque de Putin ny hamla awar ko russia ky liye,fake,rufnd_roman_urdu,roman_urdu
electronic registeration information center ak esa nizam hai jisy george soros ny mali aaanat faraham ki hai,fake,rufnd_roman_urdu,roman_urdu
agar kachy poultry ka mohr band bag puffy nazar ata hai to is ka matlab hai keh protien istemal krny ky liye mehfuz nhi hai,fake,rufnd_roman_urdu,roman_urdu
video mai venezuela mai goliyan chalti dikhai dy rahi hain,fake,rufnd_roman_urdu,roman_urdu
trump police k hathon apny bister sy utha,fake,rufnd_roman_urdu,roman_urdu
pfizer exectutive ny etraf vaccine ka transmission rokny ky liye kabhi tajurba nhi gya,fake,rufnd_roman_urdu,roman_urdu
kabal az waqt paida hony waly bachon ko hifazati tikon sy chot lgny ka khatra mukamal mudaat ky bachon ky mukably mai boht zyada hota hai,fake,rufnd_roman_urdu,roman_urdu
ye clip darasal ak video game sy computer ky zariye tayar krda tasveron ko dikhata hai,fake,rufnd_roman_urdu,roman_urdu
ye clip ukraine mai russian missiles ko nhi dikhata hai ye ak video game sy lia gya hai,fake,rufnd_roman_urdu,roman_urdu
ye malala yousfzai ki pakistani cricket player faisal iqbal ky sath tasveer hai,fake,rufnd_roman_urdu,roman_urdu
ye video 2017 ka mazahiya khaka hai jis mai ak actor ny oval office ky set par tor phor ki,fake,rufnd_roman_urdu,roman_urdu
rajasthan mai nurses ny kam salary ky sabab dia tha resign jumatiyon ky naam sy viral kia ja post farz,fake,rufnd_roman_urdu,roman_urdu
rajev gandhi ky hath mai digital camera nhi balky vhs camcard hai,fake,rufnd_roman_urdu,roman_urdu
rafael mamla mai narindra modi par case darj hony ki khabar jhuti hai,fake,rufnd_roman_urdu,roman_urdu
rahul gandhi sy milany ky liye mazduron ko laye jany ka dawa farzi mulaqat ky baad gariyon sy ghar pohanchaye gaye mazdur,fake,rufnd_roman_urdu,roman_urdu
tayyip erdoğan ki nato ijlas mai sadar joe biden sy hui mulaqat ki tasver ko kia ja raha galt dawa ky sath viral,fake,rufnd_roman_urdu,roman_urdu
world health organization ky naam sy viral ho raha job alert farzi hai,fake,rufnd_roman_urdu,roman_urdu
imran khan aur kalbhushan yadev ki ye tasweer edited hai farzi dawa ho raha social media par viral,fake,rufnd_roman_urdu,roman_urdu
glaciers ka mutaliya gumrahkun tareeqy sy samundar ki sateh mai izafy ky khatry ko kaam krny ky liye kia jata hai,fake,rufnd_roman_urdu,roman_urdu
afghan sadar ky ak clip mai ak photographer ko shamil krny ky liye is video ko edit kia gya hai,fake,rufnd_roman_urdu,roman_urdu
pakistan mai do shadiyon ky laazmi qanon ky bary mai tanziya dawa dobara samny aya hai,fake,rufnd_roman_urdu,roman_urdu
hamas ky jangju ky bary mai malaysia ky purny akhbaar ky safah awal par gumrahkun posts share ki gain,fake,rufnd_roman_urdu,roman_urdu
taiwan ky siyasatdan ny taiwan ko tabah krny ky mansuby ky bary mai american radio maizban ky tanziya tweet ko jhuta share kia,fake,rufnd_roman_urdu,roman_urdu
ghair qanoni srilanka ki chandni ki tanziya tasaweer ko facebook par haqeeqi products ky tor par galt tareeqy sy paish kia gya,fake,rufnd_roman_urdu,roman_urdu
george w bush ko phone ky galt siry par baat krty huwe tasveer khenchi gai,fake,rufnd_roman_urdu,roman_urdu
corona virus vaccine ny jj watt ki atrial fibrillation,fake,rufnd_roman_urdu,roman_urdu
2018 ky interview sy pta chalta hai keh bill gates ny clean energy par apni position badal li hai,fake,rufnd_roman_urdu,roman_urdu
video mai rand paul ko nancy pelosi sy kehty huwe dikhaya gya hai keh wo ak ghadar hai,fake,rufnd_roman_urdu,roman_urdu
1956 ki ak video ny corona virus ky bary mai khabardar tha,fake,rufnd_roman_urdu,roman_urdu
samundri tufan ky aghaz ky doran florida ky school ab bhi khuly thy,fake,rufnd_roman_urdu,roman_urdu
joe biden ny jill biden ky bary mai kaha wo 12 saal ki thi mai 30 saal ka tha,fake,rufnd_roman_urdu,roman_urdu
kamala harris ny samundri tufan ian ky bary mai kaha keh agar ap ki jild ka rung mukhtalif hai to ap ko tezi sy rahat mily gi,fake,rufnd_roman_urdu,roman_urdu
"ak Stockton, California council ky rukan ny kaha keh stockton mai ak serial killer hai",fake,rufnd_roman_urdu,roman_urdu
ohio mai deyohekal insani Caucasian kankal mojud hain jo kisi bhi maruf tehzeeb sy pehly hain,fake,rufnd_roman_urdu,roman_urdu
cdc ka kehna hai keh 60% americans mai parjevi hain,fake,rufnd_roman_urdu,roman_urdu
sadar joe biden ny ak nabalig k sath namunassib taluqat ka iteraf,fake,rufnd_roman_urdu,roman_urdu
russian army ny donetsk mai hathyar daal diye hain,fake,rufnd_roman_urdu,roman_urdu
america mai ab ak hukumat hai jo sarhadi agents ko muhlik taqat ky istemal sy mana krti hai lekin 1RS agents ko qanon ki pasdari krny waly shehriyon par SWAT team ki hikmat e amli istemal krny ki tarbeyat dy rahi hai,fake,rufnd_roman_urdu,roman_urdu
ron johnson ny qanoon nafiz krny waly idaaron ky liye funding ky khilaf vote dia hai aur hal hi mai naye afsaran ki bharti aur tarbeyat ky mansuby ki mukhalfat ki hai,fake,rufnd_roman_urdu,roman_urdu
iran mai haliya muzahiron ky doran halak hony ky baad baap ny apni beti ki qabar par raqs,fake,rufnd_roman_urdu,roman_urdu
north korea ny ukraine jung ky liye ak lakh sy zyada foji russia bhejy,fake,rufnd_roman_urdu,roman_urdu
San Rafael Warnock ny biden ky sath medicare ky expences mai kami ky liye vote dia,fake,rufnd_roman_urdu,roman_urdu
samundri tufan ka haqeeqi mani ya her-ricane us african aurat ki rooh hai jisy chori gya hai,fake,rufnd_roman_urdu,roman_urdu
vladimir putin jung sy bhag rahy hain,fake,rufnd_roman_urdu,roman_urdu
pelosi ka penal penal trump ko giraftar krny ky liye tayar hai,fake,rufnd_roman_urdu,roman_urdu
footage NASA ny DART khalai jahaz sy apny ap ko ak asteroid sy takra jany sy pehly share tha haqeeqi nhi hai,fake,rufnd_roman_urdu,roman_urdu
BLA ki baghawat ky darmiyan china ky sadar shi ghar mai nazarband,fake,rufnd_roman_urdu,roman_urdu
video mai dikhaya gya hai keh 2022 ky qomi intekhabat ky baad italians ny european union ka jhanda utar kr us ki jgha italian parcham lga dia,fake,rufnd_roman_urdu,roman_urdu
jesy hi samundri toofan ian qareeb aya sadar joe biden ny kaha samundri tufan ky mosam ki tayari ka ak aham hissa abhi vaccine lgana hai,fake,rufnd_roman_urdu,roman_urdu
ak news anchor ny khabardar keh agar samundri tofan ian magrib ki traf 20 mile agy barhta hai ap aur ap ki janany waly sabhi mar jayen gy,fake,rufnd_roman_urdu,roman_urdu
britain mai charles ny fori tori par william ko takht sonp dia,fake,rufnd_roman_urdu,roman_urdu
joe biden ny elton john ko aids ka zimedar thehraya,fake,rufnd_roman_urdu,roman_urdu
ratan tata ny nhi dia mukesh ambani ko ly kr yeh bayan farzi post hui viral,fake,rufnd_roman_urdu,roman_urdu
rickshaw driver ki beti nhi hain ye khatoon inspector emotional story fake hai,fake,rufnd_roman_urdu,roman_urdu
rohingya refugees ky naam sy viral kia ja raha dawa aur tasaver dono hi farzi hain,fake,rufnd_roman_urdu,roman_urdu
russia ky nafsiyati clinic ki nhi balky ak show sy li gai yeh viral tasver,fake,rufnd_roman_urdu,roman_urdu
ronaldo ny ki thi dubai aur wahan ky logon ki tareef islam sy jor kr farzi dawa viral,fake,rufnd_roman_urdu,roman_urdu
rohingya refugees ki purani picture fake claim ky sath hui viral,fake,rufnd_roman_urdu,roman_urdu
diamonds sy dhaky emirates ky airplane ki pictures pakistani artist ny digital tor par bnanai hain,fake,rufnd_roman_urdu,roman_urdu
gaza mai naya saal ky din ki hartaal purani afp tasver ky sath gumrahkun hai,fake,rufnd_roman_urdu,roman_urdu
zakhmi bachi ki yeh tasver haal mai kabul airport par huwe hamla ky baad ki nhi balky 2011 ki hai,fake,rufnd_roman_urdu,roman_urdu
former prime minister manmohan singh ki fake picture galat claim ky sath ho rahi viral,fake,rufnd_roman_urdu,roman_urdu
saal 2019 mai mamta banerjee sy milny gaye shahrukh khan ki tasver ko kia ja raha current elections results sy jor kr viral,fake,rufnd_roman_urdu,roman_urdu
martha ky vineyard ny apny island sy har akhri illegal immegrant ko mulkbadar krny ky liye army ka istemal,fake,rufnd_roman_urdu,roman_urdu
