text,label,source,language,text_length,word_count
turkiye mai any wala zalzla geoengineering mosmi tabdeli HAARP ka scripted istemal hai,fake,rufnd_roman_urdu,roman_urdu,86,13
michigan state university shooter ka naam lin de walker nami 21 sala shakhs hai,fake,rufnd_roman_urdu,roman_urdu,79,14
general mark milli ny kabhi larai mai kam nhi,fake,rufnd_roman_urdu,roman_urdu,45,9
ak tasweer mai dikhaya gya hai keh 7 feburary ko state of the union ky khitab mai sadar joe biden par ak deputy US marshal gari nigah rakhy huwe hai,fake,rufnd_roman_urdu,roman_urdu,148,30
ak video mai dikhaya gya hai keh turkey aur sham ky zalzaly ky baad ak kuta apny kuty tak pohanchny ki koshish kr raha hai,fake,rufnd_roman_urdu,roman_urdu,122,25
canada mai 100% corona virus amwat ab mRNA vaccine ki waja sy hain,fake,rufnd_roman_urdu,roman_urdu,66,13
tasweer mai former president donald trump aur maxico ky president Andres Manuel Lopez Obrador ko bosa dety huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,127,21
sadar joe biden ny apny taxon mai dhokha dia aur us sy farar ho gaye,fake,rufnd_roman_urdu,roman_urdu,68,15
nasa curiosity ny mareekh (mars) par nazi helmet talash,fake,rufnd_roman_urdu,roman_urdu,55,9
joe biden khuli janubi sarhad america mai fentanyl sy hony wali amwat ka zimedar hai,fake,rufnd_roman_urdu,roman_urdu,84,15
international space station par koi insan hi hain,fake,rufnd_roman_urdu,roman_urdu,49,8
chick-fil-A ki diping chatniyon mai sy kuch mai ak juz sehat ky sangeen masail ka sabab bn skta hai,fake,rufnd_roman_urdu,roman_urdu,99,19
pichly do salon mai jamhuriyat kamzor nhi balky mazbut hui hai amriyaten mazbut nhi balky kamzor huin,fake,rufnd_roman_urdu,roman_urdu,101,17
mark zuckerberg ny pichly maniny ak platform launch tha jo har sarif ko ghar chory bagair bhi rozana $500 sy kamany ki ijazat deta hai,fake,rufnd_roman_urdu,roman_urdu,134,25
joe biden ny corona virus pandamic ky doran school band kr diye,fake,rufnd_roman_urdu,roman_urdu,63,12
ghair mamuli cancer fori marhaly mai phat rahy hain aur cancer ky in khuliyon mai spike protine hota hai,fake,rufnd_roman_urdu,roman_urdu,104,19
game of thornes ky kirdaron wali tasver mai turkiye aur sham mai zalzaly ky mutasren ko dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,103,19
ghar k pichwary mai murgiyon ky jhund ny andy dena band kr diye hain aur feed zimedar hai,fake,rufnd_roman_urdu,roman_urdu,89,18
ap janty hain keh fentanyl zehar ki waja sy virginia bhar mai kitny bachy mar rahy hain? Banduqon sy hathon marny sy kahin zyada,fake,rufnd_roman_urdu,roman_urdu,128,24
pfizer abhi abhi vaccine ky liye janbhujh kar covid ko tabdel krny ka kam krty huwe pakra gay hai,fake,rufnd_roman_urdu,roman_urdu,97,19
diamond aur silk pandit corona virus sy inteqal kr gaye,fake,rufnd_roman_urdu,roman_urdu,55,10
ak chokidar ny ak ghair mamuli harkar mai chinese jasus ghubary ko mar giraya,fake,rufnd_roman_urdu,roman_urdu,77,14
illinois ny wahan ak ibtedai school mai $5.1 billion wasul kiye jis ny masawat aur tanu ky liye istemal,fake,rufnd_roman_urdu,roman_urdu,103,19
sadar joe biden ny kaha yeh khayal keh ham ukraine mai tank bhejny ja rahy hain jisy tesri jugn e azeem kaha jata hai,fake,rufnd_roman_urdu,roman_urdu,117,24
hamal ky test mai poshida plan b ki goli shamil hai,fake,rufnd_roman_urdu,roman_urdu,51,11
university of delaware mai mazeed classified dastavezat ki gai thin ak tractor trailor ki maliyat ky brabar,fake,rufnd_roman_urdu,roman_urdu,107,17
american numaindy ilhan umer ko saat naye jaraim ky inkeshaf ky baad 40 saal qaid aur mulk badri ka samna,fake,rufnd_roman_urdu,roman_urdu,105,20
tyre nichols ko marny waly afsran ny usy nishana bnaya kyunkeh wo un ki biwiyon mai sy ak ko mubayina tor par dating kr raha tha,fake,rufnd_roman_urdu,roman_urdu,128,26
garz ki had ya hamary khasary mai sab sy bara tawun krny wala trump ky taxes mai kami hai,fake,rufnd_roman_urdu,roman_urdu,89,19
doctors ka kehna hai keh microwave mai khana pakany ky doran jazb hony waly zehrely madon ki wjah sy bari ant ka cancer barh raha hai,fake,rufnd_roman_urdu,roman_urdu,133,26
hukumat ny Connecticut k Hillendal Farms mai agg lagai taky wo hamen apny jali GMO gosht khany par majbur kr sken ya hamen tameel mai bhooka maren,fake,rufnd_roman_urdu,roman_urdu,146,27
US Representative Alexandria Ocasio-Cortez ny tweet keh instagram ko khatam krny ki zarorat hai,fake,rufnd_roman_urdu,roman_urdu,95,14
breaking gop ny umer ko congress sy nikalny ki qarardad manzur kr li yeh is ky liye khatam hogya hai,fake,rufnd_roman_urdu,roman_urdu,100,20
georgia high school association ny corona virus vaccine ky tanazur mai achanak cardiac arrest sy agahi form jari krna shuru,fake,rufnd_roman_urdu,roman_urdu,123,20
video mai ak shakhs ko sweden mai quran jalaty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,67,13
video mai american senitor ted cruz ky remarks par congress bharakti dikhai deti hai,fake,rufnd_roman_urdu,roman_urdu,84,14
issi din voter ka inderaj intekhabi ohdedaron ko voter ki malumat ki darustgi aur darustgi ki tasdeeq krny ki ijazat nhi deti hai,fake,rufnd_roman_urdu,roman_urdu,129,23
global warming ak faraib hai,fake,rufnd_roman_urdu,roman_urdu,28,5
biden muskuraty huwe us ny qarz mai apny sy pehly ky kisi bhi sadar sy zyada izafi hai,fake,rufnd_roman_urdu,roman_urdu,86,18
Glenn Youngkin jadeed dor mai pehly mojuda governer hain jin ki party ky pas qanoon sazi ki nashisten un ky muntakhib hony ky muqbly mai kam hain,fake,rufnd_roman_urdu,roman_urdu,145,27
joe biden ny kaha ukraine ky logon sy mai un sab sy kehta hun ap shaid wo darust kr sken aur ao is qaib nhi hain,fake,rufnd_roman_urdu,roman_urdu,112,26
is tasweer mai sabiq sadar donald trump ko guzishta hafty dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,73,13
ukraine mai america ny jo raqam kharch ki hai wo afghanistan mai apni jung ky liye america ky akhrajata sy do guna hai,fake,rufnd_roman_urdu,roman_urdu,118,23
sadar joe biden ny ak exective order par dastakhat kiye jis mai americans ky liye health insurance muft bnana tha,fake,rufnd_roman_urdu,roman_urdu,113,20
scientists ny khabardar hai keh andy hazron logon ko achanak khoon ky lothry banny ka bais bn rahy hain,fake,rufnd_roman_urdu,roman_urdu,103,19
ost american ky pas 5 sy 15 pound tak pakhana un ki aant mai phans jata hai,fake,rufnd_roman_urdu,roman_urdu,75,17
world health organization 1974 sy mustaqil banjhpan paida krny ky liye vaccine par kaam kr raha hai,fake,rufnd_roman_urdu,roman_urdu,99,17
transportation security administeration ny sinfi ghair janibdaar screening technology par 200 million dollar kharch kiye,fake,rufnd_roman_urdu,roman_urdu,120,15
video mai dikhaya gya hai keh hecklers president joe biden par behayai ka nara lga rahy hain,fake,rufnd_roman_urdu,roman_urdu,92,17
Aretha Franklin ka 1968 ka gana ak qurdari aurat ko trans community ny jarehana samjha,fake,rufnd_roman_urdu,roman_urdu,86,15
video mai dikhaya gya hai keh numainda Alexandria Ocasio-Cortez roty huwe ted cruz uthty hain aur usy apny chehry par zaleel krty hain,fake,rufnd_roman_urdu,roman_urdu,134,23
california mai november ky wast mudati intekhabat mai 10 million mile belt behisab hai,fake,rufnd_roman_urdu,roman_urdu,86,14
jin logon ny corona virus ky khilaf vaccine nhi lgai wo behtreen nikly,fake,rufnd_roman_urdu,roman_urdu,70,13
congo mai barki charge shuda pathar daryaft huwe,fake,rufnd_roman_urdu,roman_urdu,48,8
andrew tate ko bazabta tor par 15 saal qaid ki saza sunai gai mujrim sabit,fake,rufnd_roman_urdu,roman_urdu,74,15
murgiyan andy nhi dy rahi hain kyunkeh RNA ko commercial chicken feed mai shamil ja raha hai,fake,rufnd_roman_urdu,roman_urdu,92,17
america mai polio ko vaccine ky zariye khatam nhi gya,fake,rufnd_roman_urdu,roman_urdu,53,10
christine grady NIH ki sarbarah hain,fake,rufnd_roman_urdu,roman_urdu,36,6
american chicken aur eggs ki kami ka taluq bill gates sy hai,fake,rufnd_roman_urdu,roman_urdu,60,12
aye waziye kren drage shoes strap shoes hain,fake,rufnd_roman_urdu,roman_urdu,44,8
achanak arrhythmic death syndrome aur falij ka mosam corona virus pandamic sy pehly mojud nhi tha,fake,rufnd_roman_urdu,roman_urdu,97,16
CO2 warming ak dhokha hai NOAA isy sarkari bnata hai,fake,rufnd_roman_urdu,roman_urdu,52,10
tareekhi taswer is baat ka sbut hain keh in mashhur shakhsiyat ko clon gya tha,fake,rufnd_roman_urdu,roman_urdu,78,15
video sabit krti hai keh greta thunberg ak bohrani adakar hai,fake,rufnd_roman_urdu,roman_urdu,61,11
mosmiyati tabdeeli ak qudrati tor par waqe hony wala rujhan hai jisy prehistoric eras mai track ja skta hai,fake,rufnd_roman_urdu,roman_urdu,107,19
ak video mai nepal mai haliya tyary ky hadsy ka malbah dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,70,14
mRNA vaccine khuraq ki farahmi mai lgai ja rahi hain,fake,rufnd_roman_urdu,roman_urdu,52,10
fedral aviation adminstration ny pilots ky kiye apny electrocardiogram parameters ko wasse kr dia hai kyun keh corona virus vaccines sy airline pilots ki kafi tadad mai dil ko shadeed nuksan pohancha hai,fake,rufnd_roman_urdu,roman_urdu,203,33
taqreeban har mutaliya ny ab in naye boosters ky sath kaha hai ap ko bivalent booster sy mutasir hony ka zyada imqan hai,fake,rufnd_roman_urdu,roman_urdu,120,23
harvard medical school ky tulba LGBTQIA + sheer khawar bachon ki dekh bhal krny ka tareeqa seekhty hain,fake,rufnd_roman_urdu,roman_urdu,103,18
ak video mai palestine mai asman par ak haqeeqi farishta dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,72,13
ak video mai nepal mai 15 jaunary ko hawai jahaz ky mohliq hadsy ko dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,83,17
CNN ny itla di hai keh Damar Hamlin ky doctor ny tasdeeq ki hai keh un ky dil ka dora corona virus vaccine booster ki wja sy huwa tha,fake,rufnd_roman_urdu,roman_urdu,133,29
"dastavez sy pta chalta hai keh hunter biden ny joe biden ko mahana 50,000 dollar kraya dia",fake,rufnd_roman_urdu,roman_urdu,90,17
greta thunberg ny germany mai giraftri di,fake,rufnd_roman_urdu,roman_urdu,41,7
joe biden bator naib sadar ky pas dastavezat ko ghair elaniya krny ka haq nhi tha,fake,rufnd_roman_urdu,roman_urdu,81,16
zyada mane hamal ki dateyabi isqat e hamal ki talab ko barthati hai,fake,rufnd_roman_urdu,roman_urdu,67,13
walmart imteyazi tasfiya ky hissy ky tor par kuch khawateen ko $500 grocery store credit dy raha hai,fake,rufnd_roman_urdu,roman_urdu,100,18
world economic forum ny hifazti wajuhat ki bina par apni salana meeting ky liye switzerland ky shehar devis mai logon ko urany ky liye ghair vaccine shuda pilots ki khidmat hasil kin,fake,rufnd_roman_urdu,roman_urdu,182,32
"americans ny jinhon ny wabai marz ky zariye kaam mulazmeen ko barqarar rakhny ky credit ky liye qualify kr ky $26,000 tak ada kiye ja rahy hain",fake,rufnd_roman_urdu,roman_urdu,143,27
har ak Republican ny Ketanji Brown Jackson ki Scotts appointment ko block kr dia.,fake,rufnd_roman_urdu,roman_urdu,81,14
video mai dikhaya gya hai keh elon musk is baat ky bary mai baat kr rahy hain keh wo jis har nakam rehnuma sy mila tha wo mushtariq tha,fake,rufnd_roman_urdu,roman_urdu,135,29
white house ab tamam gae oven aur burners par pabandi lgany ki koshish kr raha hai,fake,rufnd_roman_urdu,roman_urdu,82,16
corona virus ak latin word hai jiska mtlb heart attack virus hai,fake,rufnd_roman_urdu,roman_urdu,64,12
idaho ky chogni qatal ky mulzim ko girftar krny ky liye istemal hona wala cell phone data sabit krta hai keh 2000 mules film ky cell data ky istemal par tanqeed bybunyad hai,fake,rufnd_roman_urdu,roman_urdu,173,33
brazil mai intekhabaat boht wazy tor par dhandli zada election thy,fake,rufnd_roman_urdu,roman_urdu,66,11
MMA fighter victoria lee ak corona virus vaccine ki wjah sy inteqal kr gain,fake,rufnd_roman_urdu,roman_urdu,75,14
wo walidain ko school board ki meetings mai jaty hain aur nisab par sawal krty hain ak meeting mai shirkat k liye mehkma e insaf aur FBI ki traf sy jhanda lgaya ja raha hai,fake,rufnd_roman_urdu,roman_urdu,172,35
corona virus vaccine nojawan aur sehatmand afrad ky liye khatry ky muqably mai sifar faida faraham krti hain,fake,rufnd_roman_urdu,roman_urdu,108,18
tasver mai brazil ky capital par hamly ky waqt ak copy cat qanon shaman dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,87,17
"$5,000 ka mohariq qarz dastiyab hai",fake,rufnd_roman_urdu,roman_urdu,35,6
tee higgins damar us waqt tak hospital sy bahir nhi ja raha jab tak keh usy malum ma ho keh hamlin thik hai,fake,rufnd_roman_urdu,roman_urdu,107,23
pope benedict xvi aur vatican ny darkhwast ki keh sadar biden benedict ki akhri rasumat mai shirkar nah kren,fake,rufnd_roman_urdu,roman_urdu,108,19
"jaunary 2021 sy ly kr ab tak 1,598 athletes ko heart attack huwa hai 69% mohlik",fake,rufnd_roman_urdu,roman_urdu,79,16
damar hamlin ky khilari buffalo bills ka girna corona virus vaccine ki waja sy huwa,fake,rufnd_roman_urdu,roman_urdu,83,15
joe biden ky naib sadar banny k baad apny walid k kehny par us ny apny chacha frank h biden ko second world war ky doran american army mai khidmat anjam deny ky liye purple heart dia,fake,rufnd_roman_urdu,roman_urdu,182,37
"wo dobara sadar ky tor par afghanistan, iraq, aur un ilaqon ka dora kr chuky",fake,rufnd_roman_urdu,roman_urdu,76,15
tesla ny ak cryptocurrency platform launch jis ka mqsad khandanon ko ameer banny mai madad krna hai,fake,rufnd_roman_urdu,roman_urdu,99,17
ak video mai dikhaya gya hai keh numaindy matt gaetz robert muller ko jail jany ki dhamki dy rahy hain,fake,rufnd_roman_urdu,roman_urdu,102,20
elon musk ny kaha mai paish goi krta hun keh mai kal puri meta company khareedun ga,fake,rufnd_roman_urdu,roman_urdu,83,17
jin logon ny US postal service ki wardi churai hai wo postal workers ka roop dhar rahy hain aur banduq ki noq par logon ko lot rahy hain,fake,rufnd_roman_urdu,roman_urdu,136,28
FDA bilakhir samny aya aur kaha keh pfizer ka corona virus shot blood cloating ka reason bnta hai,fake,rufnd_roman_urdu,roman_urdu,97,18
ak video mai jim jorden ko ye kehty huwe dikahya gya hai keh 2020 ka election chori hogya,fake,rufnd_roman_urdu,roman_urdu,89,18
ak video mai taarqeen e watan ko news cameras ky liye ansu bahaty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,86,17
elon musk ny kaha dunya ky kuch hisson mai sahafiyon ko galt logon ko abur krny par qatal kr dia jata hai,fake,rufnd_roman_urdu,roman_urdu,105,22
russia ki army tabahi hogai,fake,rufnd_roman_urdu,roman_urdu,27,5
cell phone ko popcorn ky dany ko pop krny ky liye instemal ja skta hai,fake,rufnd_roman_urdu,roman_urdu,70,15
ak video mai nancy pelosi ko american institute of energy ky sabiq mulazim ky potrait ki naqab kushai krty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,127,23
lehsan ka ak achi trha sy tayar krdah salve lungs aur nizam e tanafus ki kisi bhi bimari ko thik kr skta hai,fake,rufnd_roman_urdu,roman_urdu,108,23
insani smuggler gas pumps aur darwazy ky handels par zehrely tissues daal rahy hain phir mumkina mutasrin ky guzarny ka intezar kr rahy hain,fake,rufnd_roman_urdu,roman_urdu,140,24
corona virus ki vaccine 80 canadian doctors ki mot sy munsalik thin,fake,rufnd_roman_urdu,roman_urdu,67,12
is saal america mai flu ky records zyada cases hain aur pichly saal koi nhi thi,fake,rufnd_roman_urdu,roman_urdu,79,16
stephen boss ki moat corona virus vaccine ki wja sy hui,fake,rufnd_roman_urdu,roman_urdu,55,11
video mai dikhaya gya hai keh Senator John Kennedy Homeland Security k Secretary Alejandro Mayorkas sy keh rahy hain ap ka moakhza jaye ga,fake,rufnd_roman_urdu,roman_urdu,138,24
kari lake ka case arizona ko benaqab krta hai keh dastakhat ki toseeq ka istemal nhi gya,fake,rufnd_roman_urdu,roman_urdu,88,17
england ki oxfordshaire county council ny environmental lockdown residents ko un k apny paros tak mehdud rakhny ka trail pass hai,fake,rufnd_roman_urdu,roman_urdu,129,21
pfizer ny tasdeeq ki hai keh stiff person syndrome corona virus vaccine ka ak manfi asar hai,fake,rufnd_roman_urdu,roman_urdu,92,17
grant wahl ki moat corona virus vaccine ki wja sy hui,fake,rufnd_roman_urdu,roman_urdu,53,11
fedral reserve ny nai currency ki dastyabi ko moatal kr dia hai,fake,rufnd_roman_urdu,roman_urdu,63,12
"bari machinary ko ak hi textile car ki battery ky liye darkar maadniyat hasil krny ky liye 500,000 pound zameen ko muntaqil krny ki zarorat hai",fake,rufnd_roman_urdu,roman_urdu,143,26
ukraine mai jung sab khatam ho chuki,fake,rufnd_roman_urdu,roman_urdu,36,7
is video mai dikhaya gya hai keh chuck grassley joe biden ky istefy ka mutalba kr rahy hain,fake,rufnd_roman_urdu,roman_urdu,91,18
char bary athelets mai haliya khoon ky jamny ya falij corona virus vaccine ka napasandida asar hain,fake,rufnd_roman_urdu,roman_urdu,99,17
human meat project gosht ky istemal ky mutabadil ikhteyarat bnanye ky liye atiya kiye gaye jismon aur aaza ka istemal kr raha hai,fake,rufnd_roman_urdu,roman_urdu,129,23
pfizer ky ceo albert borla ny istefa dety huwe kaha keh mRNA vaccine mahfuz nhi hain,fake,rufnd_roman_urdu,roman_urdu,84,16
katty hobbs ka arizona ky intekhabi certification par signature krna illegal tha,fake,rufnd_roman_urdu,roman_urdu,80,12
elon musk ny tweet democratic ny twitter ky ceo jack dorsy ko 2020 ky elections ky doran logon ky pages ko block aur delete krny ky liye lakhon dollars ada kiye thy,fake,rufnd_roman_urdu,roman_urdu,164,32
jab corona virus jobs nafiz huwe kam az kam 1.1 million americans achnak mar agye,fake,rufnd_roman_urdu,roman_urdu,81,15
georgia U.S. Senate runoff ki fox news coverage mai votes ki ginti mai utar charhao voters ki dhokadahi ka saboot hai,fake,rufnd_roman_urdu,roman_urdu,117,21
video mai dikhaya gya hai keh ak bacha jill biden ko taqreer ky doran chup rehny ko keh raha hai,fake,rufnd_roman_urdu,roman_urdu,96,20
video mai ex president donald trump ko yeh kehty huwe dikhaya gaya hai keh wo kaney west sy bas pareshan nhi ho skty,fake,rufnd_roman_urdu,roman_urdu,116,23
georgia american senate ky runoff votes ki ginti mai utar charhao election dhandli ka sabut hai,fake,rufnd_roman_urdu,roman_urdu,95,16
holiday heart syndrome coronavirus vaccine ki wja sy hony wali amwat ka ahata hai,fake,rufnd_roman_urdu,roman_urdu,81,14
december ky runoff ky din georgia mai black panthers ky musalah group mubaiyan tor par voting ky makhsus 6 mqamat par gasht kr rahy thy,fake,rufnd_roman_urdu,roman_urdu,135,25
marjorie taylor greene ny isaiyat par adolf hitler ka hawala dia,fake,rufnd_roman_urdu,roman_urdu,64,11
canada bachon ko tibi imdad yafta moat talash krny ki ijazat dy raha hai,fake,rufnd_roman_urdu,roman_urdu,72,14
ak tasveer mai ak cia agent ko adolf hitler ki naqali krty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,79,16
hitler ka kehna hai keh siyahfam log sachy ibrani hain,fake,rufnd_roman_urdu,roman_urdu,54,10
qanon mojuda secretary of state katie hobbs ko intekhabat ki nigrani krny sy mana krta hai jab wo governor ky liye umeedwar thin,fake,rufnd_roman_urdu,roman_urdu,128,23
sarhadi diwar aur maxico mai stay policy ny ghair qanoni immigration mai 90 fesad kami ki,fake,rufnd_roman_urdu,roman_urdu,89,16
sirf 20% log jo siyasi panah ky liye darkhwast dety hain wo is k liye ehal hain,fake,rufnd_roman_urdu,roman_urdu,79,17
unhon ny election ky din ap ki firearm khareedny ki salahiyat ko khatam kr dia,fake,rufnd_roman_urdu,roman_urdu,78,15
"50,000 saal purany zombie virus ki rehai ky baad rasty mai ak nai waba ho skti hai",fake,rufnd_roman_urdu,roman_urdu,82,17
arizona ky wast mudadti intekhabat ghair qanuni thy kyun keh voting machines ki tasdeeq ky liye istemal hony wali laboratory ko tasleem nhi gya tha,fake,rufnd_roman_urdu,roman_urdu,147,25
mery khayal mai sadar trump char baar bahar aye aur nick fuentes ki mazamat ki,fake,rufnd_roman_urdu,roman_urdu,78,15
mulk k gulukar jack flint ka inteqal corona virus vaccine ki wja sy huwa,fake,rufnd_roman_urdu,roman_urdu,72,14
tajweez krta hai keh virologist ki moat ka taluq corona virus vaccine sy hai,fake,rufnd_roman_urdu,roman_urdu,76,14
disney ny nai family christmas film mai hamen shaitan sy pyar hai ko agy barhaya,fake,rufnd_roman_urdu,roman_urdu,80,15
elon musk ny kaha keh wo snapchat khareed rahy hain,fake,rufnd_roman_urdu,roman_urdu,51,10
"maricopas county ny elan keh election ky din 540,000 sy zyada voters ny 223 vote markaz mai sy ak ka dora lekin hatmi sarkari nataij ka adadoshumar ny dawa keh sirf 248,070 logon ny vote dia",fake,rufnd_roman_urdu,roman_urdu,190,36
saudi team ko pareshan jeet par $460k rolls royce mily,fake,rufnd_roman_urdu,roman_urdu,54,10
mosmiyati tabdeeli shamsi sargarmi aur chand ki taraf sy hukam dia jata hai aur insaniyat k sath koi taluq nhi hai,fake,rufnd_roman_urdu,roman_urdu,114,21
qatar ny germany national team ka tyara wasul krny sy inkar kr dia jis mai ham jins paraston ka logo tha jis ki wja sy wo tyara saltanat e oman ky hawai ady par wapis keny par majbur huwa,fake,rufnd_roman_urdu,roman_urdu,187,39
khuni makeup lgany wali khatoon ki tasver ukraine mai jali jungju ki tasver dikhati hain,fake,rufnd_roman_urdu,roman_urdu,88,15
biden intezamiya cuba ko mulk badar k rahi hai kyun keh cuba bary paimane par qadamat pasand hain,fake,rufnd_roman_urdu,roman_urdu,97,18
tajveez krta hai keh corona virus vaccines ki wja sy FIFA ky 108 registered khilari/coach mar chuky hain,fake,rufnd_roman_urdu,roman_urdu,104,18
college of physicians and surgeons of ontario ny tajveez keh ghair vaccination shuda log zehni tor par bimar hain aur unhen nafsiyati adviyat ki zarorat hai,fake,rufnd_roman_urdu,roman_urdu,156,26
joe biden sy insani smuggling ki tehqiqat ki ja rahi hian aur wo qasoorwar hain,fake,rufnd_roman_urdu,roman_urdu,79,15
mosmiyati sarbarahi ijlas mai john carry ny matwast tabqy ka safaya krna apko markazi banking cop27 digital currency system ky tehat lany k bary mai baat ki,fake,rufnd_roman_urdu,roman_urdu,156,27
video mai arizona ky belt arizona mai tehweel ki zanjeer ko torty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,86,16
the view ki sunny hostin ny voter fraud ka iteraf,fake,rufnd_roman_urdu,roman_urdu,49,10
bachon mai sans ky syncytial virus mai izafa corona virus vaccine sy munslik hai,fake,rufnd_roman_urdu,roman_urdu,80,14
"santa clara county, california, ravine sy baramad mai hony waly belts is baat ka sabut hain keh baiyen dhoka kis trha jeetti hain",fake,rufnd_roman_urdu,roman_urdu,129,23
world health organization ky director general ny tasdeeq ki keh kuch mumalik bachon ko marny ky liye booster istemal kr rahy hain,fake,rufnd_roman_urdu,roman_urdu,129,22
video middle east and africa sy any waly tarkeen e watan ky zarye spain mai dakaiton mai haliya izafy ka sabut hai,fake,rufnd_roman_urdu,roman_urdu,114,22
sadar joe biden ny kaha mai janta huwa keh ap sab janty hain keh ab o hawa ka koi masla nhi hai yeh sabit krty huwe keh log mosmiyati tabdeli ky bary mai kai dahaiyon sy jhut bol rahy hain,fake,rufnd_roman_urdu,roman_urdu,188,40
republican voting ki umer 28 saal tak barhana chahty hain,fake,rufnd_roman_urdu,roman_urdu,57,10
biden child porn shock ki surkhi thi australia mai safa e awal ki khabar,fake,rufnd_roman_urdu,roman_urdu,72,14
keh voter fraud ka sabut ka keh 20 lakh voton ki ginti mai kuch riyaston ky din lgty hain jab keh florida ky nataij election ki raat dasteyab thy,fake,rufnd_roman_urdu,roman_urdu,145,29
nevada mai ak live stream ka nakam hona blue riyaston ky intekhabaat chori krny ky tareeqon mai sy ak hai,fake,rufnd_roman_urdu,roman_urdu,105,20
footage mai dikhaya gya hai keh Dallas Poll Books dhokadahi sy senkron voters ko haqeeqi waqt mai shamil kr rahi hain kyun keh poll band ho raha tha,fake,rufnd_roman_urdu,roman_urdu,148,28
FTX ki CEO SEC ky chairman ki beti hai,fake,rufnd_roman_urdu,roman_urdu,38,9
ukraine ki madad ky liye bhejy gaye american tax dollars ko crytocurrency firm FTX ny midterm mai democrats ki madad ky liye wapis launder tha,fake,rufnd_roman_urdu,roman_urdu,142,25
iran ny 15000 muzahiren ko moat ki saza sunai,fake,rufnd_roman_urdu,roman_urdu,45,9
vaccination muhim ky posters mai nazar any waly 4 sala bachy ki moat ka taluq vaccine sy hai,fake,rufnd_roman_urdu,roman_urdu,92,18
ham ny 24 ghanty intezar aur Maricopa County mai 62 hazar vote hasil kiye,fake,rufnd_roman_urdu,roman_urdu,73,14
maggie hassan ny 700 sy kam abadi waly shehar sy 1100 vote hasil kiye,fake,rufnd_roman_urdu,roman_urdu,69,14
newyork ny intekhabi nataij ka naqsha fraud ka sabut hai,fake,rufnd_roman_urdu,roman_urdu,56,10
baksar mai boht sy intekhabat 0% hadud ki reporting k sath bulaye ja rahy hain mujhe bary fraud ki ho aa rahi hai,fake,rufnd_roman_urdu,roman_urdu,113,23
"jab 36% vote thy, Pennsylvaniaky governary ky umeedwar Josh Shapiro ky pas 370,706 vote aur 56.6% vote thy jab keh Doug Mastriano ky pas 844,669 aur 41.6% thy",fake,rufnd_roman_urdu,roman_urdu,158,28
tasweer mai arizona governory ky umeedwar aur secratory of state katie hobbs ko is kamry mai dikhaya gya hai jahan maricopa county mai ballot gin rahy thy,fake,rufnd_roman_urdu,roman_urdu,154,27
arizona new jersy aur taxas mai voting mai kharabiyan is baat ka sabut hain keh intekhabat mai dhandli hui hai,fake,rufnd_roman_urdu,roman_urdu,110,20
governor ky tor par apny intekhab mai ham ny asy shehar jeety jo kabhi kisi republican ny nhi jeety thy,fake,rufnd_roman_urdu,roman_urdu,103,20
tasveer sy pta chalta hai keh Detroit mai Legal Deadline ky baad raat gaye karkun mushtabah belt sy bhari van ko muntaqil kr rahy hain,fake,rufnd_roman_urdu,roman_urdu,134,25
ak belt par murda admi is baat ka sabut hai keh democratics ny intekhabat mai dhokha dia,fake,rufnd_roman_urdu,roman_urdu,88,17
ak video mai dikhaya gya hai keh 2020 ky sadarti intekhabat ky doran ak whistle blower jali foji belt bna raha hai,fake,rufnd_roman_urdu,roman_urdu,114,22
illinois mai zati tor par voting ky liye belt par koi sharpies nhi ki ijazat hai,fake,rufnd_roman_urdu,roman_urdu,80,16
video mai dikhaya gya hai keh newyork ki ak naqas voting machine ny governor ki dor mai GPO vote ko batil kr dia,fake,rufnd_roman_urdu,roman_urdu,112,23
yeh dhokadahi ki alamat hai keh america ki 244 counties mai wahan vote dalny ky qanoni tor par ehal afrad sy zyada registered voters hain,fake,rufnd_roman_urdu,roman_urdu,137,25
maricopa county arizona mai electronic voting machinon ny logon ko vote dalny ki ijazti nhi di,fake,rufnd_roman_urdu,roman_urdu,94,16
John Fetterman intekhabaat ko dhokha deny aur chori krny ky haq ky liye muqadma kr rahy hain,fake,rufnd_roman_urdu,roman_urdu,92,17
Detroit mai log sirf yeh btany ky liye vote dalny ky liye aa rahy hain mazrat ap pehly hi vote dy chuky hain,fake,rufnd_roman_urdu,roman_urdu,108,23
